
央视频道,#genre#
CCTV6电影,http://198.204.240.250:82/live/cctv6.m3u8$LR•IPV4•15『线路14』
CCTV6电影,http://198.204.228.26/live/cctv6hd.m3u8$LR•IPV4•15『线路15』
CCTV7国防军事,http://112.46.85.60:8009/hls/504/index.m3u8$LR•IPV4•15『线路1』
CCTV7国防军事,http://148.135.93.213/live.php?id=CCTV7$LR•IPV4•15『线路2』
CCTV7国防军事,http://218.13.14.6:60050/tsfile/live/1007_1.m3u8$LR•IPV4•15『线路3』
CCTV7国防军事,http://iptv.huuc.edu.cn/hls/cctv7hd.m3u8$LR•IPV4•15『线路4』
CCTV7国防军事,http://175.8.28.207:9999/tsfile/live/0007_1.m3u8$LR•IPV4•15『线路5』
CCTV7国防军事,http://t.061899.xyz/tl/tl.php?id=cctv7$LR•IPV4•15『线路6』
CCTV7国防军事,http://112.27.235.94:8000/hls/8/index.m3u8$LR•IPV4•15『线路7』
CCTV7国防军事,http://39.135.135.87/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225733/index.m3u8$LR•IPV4•15『线路8』
CCTV7国防军事,https://zby.130519.xyz/PLTV/11/224/3221225701/index.m3u8$LR•IPV4•15『线路9』
CCTV7国防军事,http://148.135.93.213:81/live.php?id=CCTV7$LR•IPV4•15『线路10』
CCTV7国防军事,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=cctv7hd$LR•IPV4•15『线路11』
CCTV7国防军事,http://38.75.136.137:98/gslb/dsdqbv/cctv7hd.m3u8?auth=test20251009$LR•IPV4•15『线路12』
CCTV7国防军事,http://74.91.26.218:82/live/cctv7hd.m3u8$LR•IPV4•15『线路13』
CCTV7国防军事,http://198.204.228.26/live/cctv7hd.m3u8$LR•IPV4•15『线路14』
CCTV7国防军事,http://123.163.114.168:9901/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4•15『线路15』
CCTV8电视剧,http://222.169.85.8:9901/tsfile/live/0008_1.m3u8$LR•IPV4•15『线路1』
CCTV8电视剧,http://101.35.240.114:88/live.php?id=CCTV8$LR•IPV4•15『线路2』
CCTV8电视剧,http://218.13.14.6:60050/tsfile/live/1008_1.m3u8$LR•IPV4•15『线路3』
CCTV8电视剧,http://iptv.huuc.edu.cn/hls/cctv8hd.m3u8$LR•IPV4•15『线路4』
CCTV8电视剧,http://175.8.28.207:9999/tsfile/live/0008_1.m3u8$LR•IPV4•15『线路5』
CCTV8电视剧,http://t.061899.xyz/tl/tl.php?id=cctv8$LR•IPV4•15『线路6』
CCTV8电视剧,http://112.27.235.94:8000/hls/9/index.m3u8$LR•IPV4•15『线路7』
CCTV8电视剧,http://39.135.135.89/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226008/index.m3u8$LR•IPV4•15『线路8』
CCTV8电视剧,https://zby.130519.xyz/PLTV/11/224/3221225736/index.m3u8$LR•IPV4•15『线路9』
CCTV8电视剧,http://148.135.93.213:81/live.php?id=CCTV8$LR•IPV4•15『线路10』
CCTV8电视剧,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=cctv8k$LR•IPV4•15『线路11』
CCTV8电视剧,http://69.30.245.50/live/cctv8.m3u8$LR•IPV4•15『线路12』
CCTV8电视剧,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=cctv8hd$LR•IPV4•15『线路13』
CCTV8电视剧,http://74.91.26.218:82/live/cctv8hd.m3u8$LR•IPV4•15『线路14』
CCTV8电视剧,http://38.75.136.137:98/gslb/dsdqbv/cctv8hd.m3u8?auth=test20251009$LR•IPV4•15『线路15』
CCTV9纪录,http://74.91.26.218:82/live/cctv9hd.m3u8$LR•IPV4•15『线路1』
CCTV9纪录,http://148.135.93.213/live.php?id=CCTV9$LR•IPV4•15『线路2』
CCTV9纪录,http://218.13.14.6:60050/tsfile/live/1009_1.m3u8$LR•IPV4•15『线路3』
CCTV9纪录,http://iptv.huuc.edu.cn/hls/cctv9hd.m3u8$LR•IPV4•15『线路4』
CCTV9纪录,http://175.8.28.207:9999/tsfile/live/0009_1.m3u8$LR•IPV4•15『线路5』
CCTV9纪录,http://t.061899.xyz/tl/tl.php?id=cctv9$LR•IPV4•15『线路6』
CCTV9纪录,http://112.27.235.94:8000/hls/10/index.m3u8$LR•IPV4•15『线路7』
CCTV9纪录,http://39.135.135.38/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225734/index.m3u8$LR•IPV4•15『线路8』
CCTV9纪录,http://p.ytelc.com/169l/0/cctv.php?id=cctv9$LR•IPV4•15『线路9』
CCTV9纪录,http://148.135.93.213:81/live.php?id=CCTV9$LR•IPV4•15『线路10』
CCTV9纪录,http://198.204.228.26/live/cctv9hd.m3u8$LR•IPV4•15『线路11』
CCTV9纪录,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=cctv9hd$LR•IPV4•15『线路12』
CCTV9纪录,http://192.151.150.154/live/cctv9hd.m3u8$LR•IPV4•15『线路13』
CCTV9纪录,http://74.91.26.218:82/live/cctv9hd.m3u8$LR•IPV4•15『线路14』
CCTV9纪录,http://38.75.136.137:98/gslb/dsdqpub/cctv9hd.m3u8?auth=testpub$LR•IPV4•15『线路15』
CCTV10科教,http://222.169.85.8:9901/tsfile/live/0010_1.m3u8$LR•IPV4•15『线路1』
CCTV10科教,http://101.35.240.114:88/live.php?id=CCTV10$LR•IPV4•15『线路2』
CCTV10科教,http://218.13.14.6:60050/tsfile/live/1010_1.m3u8$LR•IPV4•15『线路3』
CCTV10科教,http://iptv.huuc.edu.cn/hls/cctv10hd.m3u8$LR•IPV4•15『线路4』
CCTV10科教,http://175.8.28.207:9999/tsfile/live/0010_1.m3u8$LR•IPV4•15『线路5』
CCTV10科教,http://t.061899.xyz/tl/tl.php?id=cctv10$LR•IPV4•15『线路6』
CCTV10科教,http://112.27.235.94:8000/hls/11/index.m3u8$LR•IPV4•15『线路7』
CCTV10科教,http://39.135.135.75/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225730/index.m3u8$LR•IPV4•15『线路8』
CCTV10科教,https://zby.130519.xyz/PLTV/11/224/3221225743/index.m3u8$LR•IPV4•15『线路9』
CCTV10科教,http://148.135.93.213:81/live.php?id=CCTV10$LR•IPV4•15『线路10』
CCTV10科教,http://192.151.150.154/live/cctv10hd.m3u8$LR•IPV4•15『线路11』
CCTV10科教,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=cctv10hd$LR•IPV4•15『线路12』
CCTV10科教,http://38.75.136.137:98/gslb/dsdqbv/cctv10hd.m3u8?auth=test20251009$LR•IPV4•15『线路13』
CCTV10科教,http://74.91.26.218:82/live/cctv10hd.m3u8$LR•IPV4•15『线路14』
CCTV10科教,http://123.163.114.168:9901/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4•15『线路15』
CCTV11戏曲,http://222.169.85.8:9901/tsfile/live/0011_1.m3u8$LR•IPV4•15『线路1』
CCTV11戏曲,http://148.135.93.213/live.php?id=CCTV11$LR•IPV4•15『线路2』
CCTV11戏曲,http://218.13.14.6:60050/tsfile/live/1011_1.m3u8$LR•IPV4•15『线路3』
CCTV11戏曲,http://iptv.huuc.edu.cn/hls/cctv11hd.m3u8$LR•IPV4•15『线路4』
CCTV11戏曲,http://175.8.28.207:9999/tsfile/live/0011_1.m3u8$LR•IPV4•15『线路5』
CCTV11戏曲,http://t.061899.xyz/tl/tl.php?id=cctv11$LR•IPV4•15『线路6』
CCTV11戏曲,http://112.27.235.94:8000/hls/12/index.m3u8$LR•IPV4•15『线路7』
CCTV11戏曲,http://39.135.135.82/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225597/index.m3u8$LR•IPV4•15『线路8』
CCTV11戏曲,https://zby.130519.xyz/PLTV/11/224/3221226101/index.m3u8$LR•IPV4•15『线路9』
CCTV11戏曲,http://148.135.93.213:81/live.php?id=CCTV11$LR•IPV4•15『线路10』
CCTV11戏曲,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=cctv11hd$LR•IPV4•15『线路11』
CCTV11戏曲,http://74.91.26.218:82/live/cctv11hd.m3u8$LR•IPV4•15『线路12』
CCTV11戏曲,http://38.75.136.137:98/gslb/dsdqbv/cctv11hd.m3u8?auth=test20251009$LR•IPV4•15『线路13』
CCTV11戏曲,https://live.264788.xyz/channel/cctv11?streamid=2d225001eb069683c2fc67d97be29689&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk$LR•IPV4•15『线路14』
CCTV11戏曲,https://live.264788.xyz/channel/cctv11?streamid=2fce646d8dbb72c508744df2e722b855&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk$LR•IPV4•15『线路15』
CCTV12社会与法,http://112.46.85.60:8009/hls/507/index.m3u8$LR•IPV4•15『线路1』
CCTV12社会与法,http://101.35.240.114:88/live.php?id=CCTV12$LR•IPV4•15『线路2』
CCTV12社会与法,http://218.13.14.6:60050/tsfile/live/1012_1.m3u8$LR•IPV4•15『线路3』
CCTV12社会与法,http://iptv.huuc.edu.cn/hls/cctv12hd.m3u8$LR•IPV4•15『线路4』
CCTV12社会与法,http://175.8.28.207:9999/tsfile/live/0012_1.m3u8$LR•IPV4•15『线路5』
CCTV12社会与法,http://t.061899.xyz/tl/tl.php?id=cctv12$LR•IPV4•15『线路6』
CCTV12社会与法,http://112.27.235.94:8000/hls/13/index.m3u8$LR•IPV4•15『线路7』
CCTV12社会与法,http://39.135.135.11/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225731/index.m3u8$LR•IPV4•15『线路8』
CCTV12社会与法,https://zby.130519.xyz/PLTV/11/224/3221226103/index.m3u8$LR•IPV4•15『线路9』
CCTV12社会与法,http://148.135.93.213:81/live.php?id=CCTV12$LR•IPV4•15『线路10』
CCTV12社会与法,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=cctv12hd$LR•IPV4•15『线路11』
CCTV12社会与法,http://38.75.136.137:98/gslb/dsdqpub/cctv12hd.m3u8?auth=testpub$LR•IPV4•15『线路12』
CCTV12社会与法,http://38.75.136.137:98/gslb/dsdqbv/cctv12hd.m3u8?auth=test20251009$LR•IPV4•15『线路13』
CCTV12社会与法,http://74.91.26.218:82/live/cctv12hd.m3u8$LR•IPV4•15『线路14』
CCTV12社会与法,http://123.163.114.168:9901/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4•15『线路15』
CCTV13新闻,http://ali-m-l.cztv.com/channels/lantian/channel21/1080p.m3u8$LR•IPV4•16『线路1』
CCTV13新闻,http://148.135.93.213/live.php?id=CCTV13$LR•IPV4•16『线路2』
CCTV13新闻,http://218.13.14.6:60050/tsfile/live/1013_1.m3u8$LR•IPV4•16『线路3』
CCTV13新闻,http://iptv.huuc.edu.cn/hls/cctv13hd.m3u8$LR•IPV4•16『线路4』
CCTV13新闻,http://175.8.28.207:9999/tsfile/live/0013_1.m3u8$LR•IPV4•16『线路5』
CCTV13新闻,http://t.061899.xyz/tl/tl.php?id=cctv13$LR•IPV4•16『线路6』
CCTV13新闻,http://112.27.235.94:8000/hls/14/index.m3u8$LR•IPV4•16『线路7』
CCTV13新闻,http://39.135.135.59/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226011/index.m3u8$LR•IPV4•16『线路8』
CCTV13新闻,https://zby.130519.xyz/PLTV/11/224/3221226128/index.m3u8$LR•IPV4•16『线路9』
CCTV13新闻,http://106.53.99.30/tv/cctv13.php$LR•IPV4•16『线路10』
CCTV13新闻,http://148.135.93.213:81/live.php?id=CCTV13$LR•IPV4•16『线路11』
CCTV13新闻,http://pull-hls-f1.douyinliving.com/media/stream-696107587393815378/playlist.m3u8?keeptime=00093a80&wsSecret=f499c99bfbd0d5b43b1d20ead24f5058&wsTime=6a452729&s_anchor=1&arch_hrchy=s2&major_anchor_level=vip&t_id=037-20260701224144E16D5A7566C0BF124425-aeSDux$LR•IPV4•16『线路12』
CCTV13新闻,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=cctv13hd$LR•IPV4•16『线路13』
CCTV13新闻,http://74.91.26.218:82/live/cctv13hd.m3u8$LR•IPV4•16『线路14』
CCTV13新闻,https://live.264788.xyz/channel/cctv13?streamid=4789b08617985dff522a8b3501a12a75&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk$LR•IPV4•16『线路15』
CCTV13新闻,http://123.163.114.168:9901/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4•16『线路16』
CCTV14少儿,http://222.169.85.8:9901/tsfile/live/0014_1.m3u8$LR•IPV4•15『线路1』
CCTV14少儿,http://101.35.240.114:88/live.php?id=CCTV14$LR•IPV4•15『线路2』
CCTV14少儿,http://218.13.14.6:60050/tsfile/live/1014_1.m3u8$LR•IPV4•15『线路3』
CCTV14少儿,http://iptv.huuc.edu.cn/hls/cctv14hd.m3u8$LR•IPV4•15『线路4』
CCTV14少儿,http://175.8.28.207:9999/tsfile/live/0014_1.m3u8$LR•IPV4•15『线路5』
CCTV14少儿,http://t.061899.xyz/tl/tl.php?id=cctv14$LR•IPV4•15『线路6』
CCTV14少儿,http://112.27.235.94:8000/hls/15/index.m3u8$LR•IPV4•15『线路7』
CCTV14少儿,http://39.135.133.173/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225732/index.m3u8$LR•IPV4•15『线路8』
CCTV14少儿,https://zby.130519.xyz/PLTV/11/224/3221225738/index.m3u8$LR•IPV4•15『线路9』
CCTV14少儿,http://148.135.93.213:81/live.php?id=CCTV14$LR•IPV4•15『线路10』
CCTV14少儿,http://74.91.26.218:82/live/cctv14hd.m3u8$LR•IPV4•15『线路11』
CCTV14少儿,http://38.75.136.137:98/gslb/dsdqbv/cctv14hd.m3u8?auth=test20251009$LR•IPV4•15『线路12』
CCTV14少儿,http://38.75.136.137:98/gslb/dsdqpub/cctv14hd.m3u8?auth=testpub$LR•IPV4•15『线路13』
CCTV14少儿,http://123.163.114.168:9901/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4•15『线路14』
CCTV14少儿,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=cctv14hd$LR•IPV4•15『线路15』
CCTV15音乐,http://222.169.85.8:9901/tsfile/live/0015_1.m3u8$LR•IPV4•14『线路1』
CCTV15音乐,http://148.135.93.213/live.php?id=CCTV15$LR•IPV4•14『线路2』
CCTV15音乐,http://218.13.14.6:60050/tsfile/live/1015_1.m3u8$LR•IPV4•14『线路3』
CCTV15音乐,http://p.ytelc.com/169l/0/cctv.php?id=cctv15$LR•IPV4•14『线路4』
CCTV15音乐,http://t.061899.xyz/tl/tl.php?id=cctv15$LR•IPV4•14『线路5』
CCTV15音乐,http://112.27.235.94:8000/hls/16/index.m3u8$LR•IPV4•14『线路6』
CCTV15音乐,http://39.134.65.87/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225601/index.m3u8$LR•IPV4•14『线路7』
CCTV15音乐,https://zby.130519.xyz/PLTV/11/224/3221226147/index.m3u8$LR•IPV4•14『线路8』
CCTV15音乐,http://148.135.93.213:81/live.php?id=CCTV15$LR•IPV4•14『线路9』
CCTV15音乐,http://38.75.136.137:98/gslb/dsdqpub/cctv15hd.m3u8?auth=testpub$LR•IPV4•14『线路10』
CCTV15音乐,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=cctv15hd$LR•IPV4•14『线路11』
CCTV15音乐,https://live.264788.xyz/channel/cctv15?streamid=b4f89c876ad7c8ac4af8056de8e12c84&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk$LR•IPV4•14『线路12』
CCTV15音乐,http://120.76.248.139/live/bfgd/4200000133.m3u8$LR•IPV4•14『线路13』
CCTV15音乐,http://198.204.228.26/live/cctv15hd.m3u8$LR•IPV4•14『线路14』
CCTV16奥林匹克,http://183.11.239.36:808/hls/169/index.m3u8$LR•IPV4•11『线路1』
CCTV16奥林匹克,http://101.35.240.114:88/live.php?id=CCTV16$LR•IPV4•11『线路2』
CCTV16奥林匹克,http://www.lizhinas.top:1009/rtp/239.252.220.237:5140$LR•IPV4•11『线路3』
CCTV16奥林匹克,http://p.ytelc.com/169l/0/cctv.php?id=cctv16$LR•IPV4•11『线路4』
CCTV16奥林匹克,http://t.061899.xyz/tl/tl.php?id=cctv16$LR•IPV4•11『线路5』
CCTV16奥林匹克,http://39.135.133.139/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226100/index.m3u8$LR•IPV4•11『线路6』
CCTV16奥林匹克,https://zby.130519.xyz/PLTV/11/224/3221226120/index.m3u8$LR•IPV4•11『线路7』
CCTV16奥林匹克,http://148.135.93.213:81/live.php?id=CCTV16$LR•IPV4•11『线路8』
CCTV16奥林匹克,http://38.75.136.137:98/gslb/dsdqpub/cctv16hd.m3u8?auth=testpub$LR•IPV4•11『线路9』
CCTV16奥林匹克,http://74.91.26.218:82/live/cctv16hd.m3u8$LR•IPV4•11『线路10』
CCTV16奥林匹克,http://101.35.240.114:88/live.php?id=CCTV16$LR•IPV4•11『线路11』
CCTV17农业农村,http://222.169.85.8:9901/tsfile/live/0007_1.m3u8$LR•IPV4•13『线路1』
CCTV17农业农村,http://74.48.192.96:82/live.php?id=CCTV17$LR•IPV4•13『线路2』
CCTV17农业农村,http://tv.20191209.xyz:37377/migu/673168256.m3u8?migutoken=eb3fbda758006d66837b5b6ef1b7ab6847a99f05f6b3303861d81e6e1335349499a40c8479d9a801327519db10547f9870398da6796159db51812e236c1b6c07d2c0f7e5bc32101c9cc222dc$LR•IPV4•13『线路3』
